Age,Salary,Expenses,RiskCategory,EmergencyFund,EquityAllocation,FixedIncomeAllocation,GoldAllocation,AdditionalNotes,DirectEquityAllocation,MutualFundAllocation,FDAllocation,RDAllocation,PPFAllocation,NSCAllocation
69,29402,16616,Low,12 months,25,65,10,Emphasize capital preservation and steady income; lower equity exposure.,10,15,25,15,20,5
39,63370,34466,Moderate-High,6-12 months,55,25,15,Balanced approach with a good mix of equity and fixed income.,25,30,10,10,3,2
58,107616,75551,Low-Moderate,12 months,35,55,10,Focus on stability with a higher allocation in fixed income.,15,20,20,15,15,5
45,123874,102707,Moderate,6-12 months,45,45,10,Balanced portfolio focusing on wealth preservation with moderate growth exposure.,20,25,15,15,10,5
60,140683,112452,Low,12 months,25,65,10,Emphasize capital preservation and steady income; lower equity exposure.,10,15,25,15,20,5
31,28882,24357,Moderate-High,6-12 months,55,25,15,Balanced approach with a good mix of equity and fixed income.,25,30,10,10,3,2
20,122654,89974,High,3-6 months,75,10,15,Aggressive equity exposure via SIPs; focus on growth with modest liquidity.,35,40,6,4,0,0
25,87047,46852,High,3-6 months,75,10,15,Aggressive equity exposure via SIPs; focus on growth with modest liquidity.,35,40,6,4,0,0
65,35914,20808,Low,12 months,25,65,10,Emphasize capital preservation and steady income; lower equity exposure.,10,15,25,15,20,5
25,91746,57161,High,3-6 months,75,10,15,Aggressive equity exposure via SIPs; focus on growth with modest liquidity.,35,40,6,4,0,0
60,110555,98817,Low,12 months,25,65,10,Emphasize capital preservation and steady income; lower equity exposure.,10,15,25,15,20,5
25,153331,96418,High,3-6 months,75,10,15,Aggressive equity exposure via SIPs; focus on growth with modest liquidity.,35,40,6,4,0,0
42,122407,97701,Moderate,6-12 months,45,45,10,Balanced portfolio focusing on wealth preservation with moderate growth exposure.,20,25,15,15,10,5
24,53967,46058,High,3-6 months,75,10,15,Aggressive equity exposure via SIPs; focus on growth with modest liquidity.,35,40,6,4,0,0
21,135994,109590,High,3-6 months,75,10,15,Aggressive equity exposure via SIPs; focus on growth with modest liquidity.,35,40,6,4,0,0
28,62806,43618,High,3-6 months,75,10,15,Aggressive equity exposure via SIPs; focus on growth with modest liquidity.,35,40,6,4,0,0
36,139272,110262,Moderate-High,6-12 months,55,25,15,Balanced approach with a good mix of equity and fixed income.,25,30,10,10,3,2
49,153800,132970,Moderate,6-12 months,45,45,10,Balanced portfolio focusing on wealth preservation with moderate growth exposure.,20,25,15,15,10,5
37,64102,52293,Moderate-High,6-12 months,55,25,15,Balanced approach with a good mix of equity and fixed income.,25,30,10,10,3,2
60,141226,104022,Low,12 months,25,65,10,Emphasize capital preservation and steady income; lower equity exposure.,10,15,25,15,20,5
41,139750,97203,Moderate,6-12 months,45,45,10,Balanced portfolio focusing on wealth preservation with moderate growth exposure.,20,25,15,15,10,5
43,155180,81608,Moderate,6-12 months,45,45,10,Balanced portfolio focusing on wealth preservation with moderate growth exposure.,20,25,15,15,10,5
47,50385,35835,Moderate,6-12 months,45,45,10,Balanced portfolio focusing on wealth preservation with moderate growth exposure.,20,25,15,15,10,5
52,152251,83452,Low-Moderate,12 months,35,55,10,Focus on stability with a higher allocation in fixed income.,15,20,20,15,15,5
24,142083,91796,High,3-6 months,75,10,15,Aggressive equity exposure via SIPs; focus on growth with modest liquidity.,35,40,6,4,0,0
66,52630,39918,Low,12 months,25,65,10,Emphasize capital preservation and steady income; lower equity exposure.,10,15,25,15,20,5
57,66555,34050,Low-Moderate,12 months,35,55,10,Focus on stability with a higher allocation in fixed income.,15,20,20,15,15,5
31,148500,97951,Moderate-High,6-12 months,55,25,15,Balanced approach with a good mix of equity and fixed income.,25,30,10,10,3,2
27,114504,99783,High,3-6 months,75,10,15,Aggressive equity exposure via SIPs; focus on growth with modest liquidity.,35,40,6,4,0,0
51,106382,94974,Low-Moderate,12 months,35,55,10,Focus on stability with a higher allocation in fixed income.,15,20,20,15,15,5
59,106243,94802,Low-Moderate,12 months,35,55,10,Focus on stability with a higher allocation in fixed income.,15,20,20,15,15,5
44,157228,120612,Moderate,6-12 months,45,45,10,Balanced portfolio focusing on wealth preservation with moderate growth exposure.,20,25,15,15,10,5
62,30239,15702,Low,12 months,25,65,10,Emphasize capital preservation and steady income; lower equity exposure.,10,15,25,15,20,5
54,110581,61353,Low-Moderate,12 months,35,55,10,Focus on stability with a higher allocation in fixed income.,15,20,20,15,15,5
65,136138,98243,Low,12 months,25,65,10,Emphasize capital preservation and steady income; lower equity exposure.,10,15,25,15,20,5
27,125292,104041,High,3-6 months,75,10,15,Aggressive equity exposure via SIPs; focus on growth with modest liquidity.,35,40,6,4,0,0
44,92210,60494,Moderate,6-12 months,45,45,10,Balanced portfolio focusing on wealth preservation with moderate growth exposure.,20,25,15,15,10,5
67,103023,55988,Low,12 months,25,65,10,Emphasize capital preservation and steady income; lower equity exposure.,10,15,25,15,20,5
39,117572,73944,Moderate-High,6-12 months,55,25,15,Balanced approach with a good mix of equity and fixed income.,25,30,10,10,3,2
34,114700,89790,Moderate-High,6-12 months,55,25,15,Balanced approach with a good mix of equity and fixed income.,25,30,10,10,3,2
70,39735,31354,Low,12 months,25,65,10,Emphasize capital preservation and steady income; lower equity exposure.,10,15,25,15,20,5
33,55369,48347,Moderate-High,6-12 months,55,25,15,Balanced approach with a good mix of equity and fixed income.,25,30,10,10,3,2
69,76508,68331,Low,12 months,25,65,10,Emphasize capital preservation and steady income; lower equity exposure.,10,15,25,15,20,5
43,117523,87417,Moderate,6-12 months,45,45,10,Balanced portfolio focusing on wealth preservation with moderate growth exposure.,20,25,15,15,10,5
51,30918,22917,Low-Moderate,12 months,35,55,10,Focus on stability with a higher allocation in fixed income.,15,20,20,15,15,5
69,78896,41231,Low,12 months,25,65,10,Emphasize capital preservation and steady income; lower equity exposure.,10,15,25,15,20,5
42,38218,25610,Moderate,6-12 months,45,45,10,Balanced portfolio focusing on wealth preservation with moderate growth exposure.,20,25,15,15,10,5
27,106819,77579,High,3-6 months,75,10,15,Aggressive equity exposure via SIPs; focus on growth with modest liquidity.,35,40,6,4,0,0
20,122459,108995,High,3-6 months,75,10,15,Aggressive equity exposure via SIPs; focus on growth with modest liquidity.,35,40,6,4,0,0
57,71048,43122,Low-Moderate,12 months,35,55,10,Focus on stability with a higher allocation in fixed income.,15,20,20,15,15,5
35,55188,29862,Moderate-High,6-12 months,55,25,15,Balanced approach with a good mix of equity and fixed income.,25,30,10,10,3,2
36,44067,28010,Moderate-High,6-12 months,55,25,15,Balanced approach with a good mix of equity and fixed income.,25,30,10,10,3,2
69,58409,33820,Low,12 months,25,65,10,Emphasize capital preservation and steady income; lower equity exposure.,10,15,25,15,20,5
48,135071,86262,Moderate,6-12 months,45,45,10,Balanced portfolio focusing on wealth preservation with moderate growth exposure.,20,25,15,15,10,5
63,46500,24649,Low,12 months,25,65,10,Emphasize capital preservation and steady income; lower equity exposure.,10,15,25,15,20,5
23,140899,118519,High,3-6 months,75,10,15,Aggressive equity exposure via SIPs; focus on growth with modest liquidity.,35,40,6,4,0,0
58,79839,62681,Low-Moderate,12 months,35,55,10,Focus on stability with a higher allocation in fixed income.,15,20,20,15,15,5
47,130696,92757,Moderate,6-12 months,45,45,10,Balanced portfolio focusing on wealth preservation with moderate growth exposure.,20,25,15,15,10,5
39,125809,83943,Moderate-High,6-12 months,55,25,15,Balanced approach with a good mix of equity and fixed income.,25,30,10,10,3,2
29,67983,60193,High,3-6 months,75,10,15,Aggressive equity exposure via SIPs; focus on growth with modest liquidity.,35,40,6,4,0,0
44,118460,106061,Moderate,6-12 months,45,45,10,Balanced portfolio focusing on wealth preservation with moderate growth exposure.,20,25,15,15,10,5
63,97372,51585,Low,12 months,25,65,10,Emphasize capital preservation and steady income; lower equity exposure.,10,15,25,15,20,5
20,146044,110749,High,3-6 months,75,10,15,Aggressive equity exposure via SIPs; focus on growth with modest liquidity.,35,40,6,4,0,0
28,75028,41232,High,3-6 months,75,10,15,Aggressive equity exposure via SIPs; focus on growth with modest liquidity.,35,40,6,4,0,0
20,92855,69458,High,3-6 months,75,10,15,Aggressive equity exposure via SIPs; focus on growth with modest liquidity.,35,40,6,4,0,0
58,49521,33353,Low-Moderate,12 months,35,55,10,Focus on stability with a higher allocation in fixed income.,15,20,20,15,15,5
42,83195,54076,Moderate,6-12 months,45,45,10,Balanced portfolio focusing on wealth preservation with moderate growth exposure.,20,25,15,15,10,5
61,135535,88170,Low,12 months,25,65,10,Emphasize capital preservation and steady income; lower equity exposure.,10,15,25,15,20,5
31,45480,36924,Moderate-High,6-12 months,55,25,15,Balanced approach with a good mix of equity and fixed income.,25,30,10,10,3,2
68,45044,38531,Low,12 months,25,65,10,Emphasize capital preservation and steady income; lower equity exposure.,10,15,25,15,20,5
45,82854,73250,Moderate,6-12 months,45,45,10,Balanced portfolio focusing on wealth preservation with moderate growth exposure.,20,25,15,15,10,5
62,35527,26312,Low,12 months,25,65,10,Emphasize capital preservation and steady income; lower equity exposure.,10,15,25,15,20,5
25,55805,42314,High,3-6 months,75,10,15,Aggressive equity exposure via SIPs; focus on growth with modest liquidity.,35,40,6,4,0,0
41,90798,68092,Moderate,6-12 months,45,45,10,Balanced portfolio focusing on wealth preservation with moderate growth exposure.,20,25,15,15,10,5
39,126022,110638,Moderate-High,6-12 months,55,25,15,Balanced approach with a good mix of equity and fixed income.,25,30,10,10,3,2
29,150236,126862,High,3-6 months,75,10,15,Aggressive equity exposure via SIPs; focus on growth with modest liquidity.,35,40,6,4,0,0
47,36776,30220,Moderate,6-12 months,45,45,10,Balanced portfolio focusing on wealth preservation with moderate growth exposure.,20,25,15,15,10,5
53,70123,42591,Low-Moderate,12 months,35,55,10,Focus on stability with a higher allocation in fixed income.,15,20,20,15,15,5
47,38161,26819,Moderate,6-12 months,45,45,10,Balanced portfolio focusing on wealth preservation with moderate growth exposure.,20,25,15,15,10,5
33,87076,61935,Moderate-High,6-12 months,55,25,15,Balanced approach with a good mix of equity and fixed income.,25,30,10,10,3,2
59,47151,25804,Low-Moderate,12 months,35,55,10,Focus on stability with a higher allocation in fixed income.,15,20,20,15,15,5
40,72458,61655,Moderate,6-12 months,45,45,10,Balanced portfolio focusing on wealth preservation with moderate growth exposure.,20,25,15,15,10,5
60,133837,108916,Low,12 months,25,65,10,Emphasize capital preservation and steady income; lower equity exposure.,10,15,25,15,20,5
49,158213,105108,Moderate,6-12 months,45,45,10,Balanced portfolio focusing on wealth preservation with moderate growth exposure.,20,25,15,15,10,5
56,134372,91954,Low-Moderate,12 months,35,55,10,Focus on stability with a higher allocation in fixed income.,15,20,20,15,15,5
56,108408,63610,Low-Moderate,12 months,35,55,10,Focus on stability with a higher allocation in fixed income.,15,20,20,15,15,5
43,123402,100907,Moderate,6-12 months,45,45,10,Balanced portfolio focusing on wealth preservation with moderate growth exposure.,20,25,15,15,10,5
54,50680,45143,Low-Moderate,12 months,35,55,10,Focus on stability with a higher allocation in fixed income.,15,20,20,15,15,5
25,158816,92698,High,3-6 months,75,10,15,Aggressive equity exposure via SIPs; focus on growth with modest liquidity.,35,40,6,4,0,0
51,62783,48725,Low-Moderate,12 months,35,55,10,Focus on stability with a higher allocation in fixed income.,15,20,20,15,15,5
33,131132,109226,Moderate-High,6-12 months,55,25,15,Balanced approach with a good mix of equity and fixed income.,25,30,10,10,3,2
23,30696,16348,High,3-6 months,75,10,15,Aggressive equity exposure via SIPs; focus on growth with modest liquidity.,35,40,6,4,0,0
40,159510,108458,Moderate,6-12 months,45,45,10,Balanced portfolio focusing on wealth preservation with moderate growth exposure.,20,25,15,15,10,5
53,59939,49534,Low-Moderate,12 months,35,55,10,Focus on stability with a higher allocation in fixed income.,15,20,20,15,15,5
60,76901,59034,Low,12 months,25,65,10,Emphasize capital preservation and steady income; lower equity exposure.,10,15,25,15,20,5
